assists,benchmarks.hero_damage_per_min.pct,benchmarks.hero_healing_per_min.pct,benchmarks.last_hits_per_min.pct,benchmarks.lhten.pct,benchmarks.lhten.raw,benchmarks.stuns_per_min.pct,benchmarks.tower_damage.pct,deaths,denies,dn_10,dn_5,dn_t,gold_10,gold_5,gold_t,hero_damage,hero_healing,hero_id,hero_kills,hero_name,isRadiant,lane,lane_advantage,lane_efficiency_pct,last_hits,lh_10,lh_5,lh_t,personaname,rank_tier,role,stuns,tower_damage,win,xp_10,xp_5,xp_t,combat_advantage,hd_advantage,farm_advantage,td_advantage,utility_advantage,ka,kda,kda_ratio,total_advantage
5,0.04200442151805453,0.94620486366986,0.42962417096536476,0.24244657332350775,34,0.9277818717759764,0.2608695652173913,8,1,1,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2601,1361,"[0, 140, 460, 816, 1227, 1361, 1633, 1783, 2010, 2260, 2601, 3238, 3658, 4101, 4549, 5076, 5787, 5954, 6090, 6426, 6532, 6706, 7084, 7558, 8176, 8712, 9184, 9769, 9962, 10187, 10771, 11375, 11698, 11968, 12080, 12192, 12304, 12910]",10349,0,2,2,Axe,True,3,8.838045238095237,52,178,34,20,"[0, 0, 6, 12, 19, 20, 23, 23, 25, 29, 34, 38, 44, 53, 61, 71, 77, 78, 78, 84, 84, 87, 93, 100, 113, 124, 131, 141, 141, 141, 156, 166, 166, 170, 170, 170, 170, 178]",,,3,0.0,247,0,2620,1346,"[0, 34, 232, 683, 1013, 1346, 1693, 1875, 1979, 2420, 2620, 3490, 4002, 4685, 5315, 5933, 7128, 7655, 7689, 7930, 7973, 8076, 8633, 9113, 9910, 10566, 11897, 12679, 12733, 13528, 14414, 15026, 15219, 15405, 15405, 15471, 15471, 15961]",0.6818181818181818,0.0,1.6481208548268238,0.8043478260869564,8.0,7,0.875,0.5541666666666667,30.726664770503383
14,0.29330499468650373,0.485653560042508,0.6875664187035069,0.7287234042553191,8,0.07545164718384698,0.4357066950053135,9,3,3,3,"[0, 0, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2067,988,"[0, 140, 568, 711, 888, 988, 1139, 1361, 1644, 1849, 2067, 2369, 2693, 3085, 3231, 3766, 3968, 4096, 4251, 4576, 4682, 4883, 4989, 5611, 5849, 6034, 6567, 6924, 7117, 7754, 7943, 8145, 8766, 8878, 8990, 9102, 9214, 9517]",11359,0,5,1,Crystal Maiden,True,1,18.84770476190476,41,66,8,1,"[0, 0, 0, 1, 1, 1, 1, 2, 5, 7, 8, 8, 11, 13, 14, 19, 19, 19, 19, 22, 22, 24, 24, 28, 33, 33, 40, 46, 46, 55, 58, 58, 64, 64, 64, 64, 64, 66]",,,5,25.291382,208,0,2183,1014,"[0, 104, 318, 602, 768, 1014, 1114, 1330, 1662, 1872, 2183, 2767, 3865, 4352, 4743, 5395, 5681, 5713, 6187, 6558, 6673, 6912, 7928, 9669, 9855, 9903, 10715, 11324, 11378, 12436, 12792, 13153, 13416, 13505, 13505, 13505, 13505, 13660]",4.318181818181818,3.6244686503719445,2.9378320935175344,1.6785334750265672,1.9282678002125397,15,1.6666666666666667,1.0555555555555556,51.284597844946404
10,0.2897196261682243,0.5233644859813084,0.07102803738317758,0.5548266166822868,6,0.33925233644859815,0.3130841121495327,11,2,1,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]",1727,622,"[0, 140, 240, 340, 480, 622, 773, 1047, 1198, 1405, 1727, 2058, 2491, 2682, 2843, 3366, 3568, 3831, 3936, 4105, 4310, 4493, 4599, 4986, 5098, 5283, 5591, 5704, 5897, 6160, 6272, 6474, 6797, 6909, 7021, 7133, 7245, 7467]",10085,115,27,1,Shadow Shaman,True,3,8.838045238095237,34,31,6,0,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 5, 6, 10, 11, 11, 12, 17, 17, 20, 20, 20, 22, 24, 24, 29, 29, 29, 29, 29, 29, 30, 30, 30, 30, 30, 30, 30, 30, 30]",,,4,73.10486,683,0,2026,900,"[0, 34, 232, 512, 602, 900, 924, 1256, 1402, 1543, 2026, 2468, 2821, 2845, 2953, 3462, 3862, 4531, 4762, 5023, 5265, 5475, 5782, 6339, 6470, 6518, 7217, 7269, 7323, 8061, 8198, 8314, 8545, 8653, 9623, 9679, 9679, 9784]",2.5,3.557242990654205,0.0,1.0654205607476634,3.3130841121495322,11,1.0,0.6333333333333333,29.651989079456364
4,0.659477866061294,0.9670828603859251,0.47048808172531215,0.9238636363636363,77,0.5391600454029511,0.37003405221339386,5,14,14,5,"[0, 0, 1, 2, 4, 5, 9, 13, 13, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]",4134,1744,"[0, 264, 555, 892, 1370, 1744, 2163, 2654, 3206, 3604, 4134, 4796, 4956, 5766, 6488, 7197, 7591, 8226, 8979, 9621, 10093, 10769, 11213, 12111, 12731, 13508, 14713, 15283, 15696, 15958, 16743, 17835, 18856, 19796, 19908, 20463, 21488, 22199]",32469,0,48,7,Luna,True,1,18.84770476190476,83,365,77,25,"[0, 3, 8, 14, 18, 25, 31, 40, 52, 64, 77, 87, 87, 102, 119, 128, 128, 145, 160, 170, 181, 192, 199, 201, 214, 226, 239, 250, 255, 256, 271, 292, 305, 314, 314, 326, 353, 365]",sawruhv,74.0,1,30.331734,4230,0,4258,1466,"[0, 104, 418, 759, 1193, 1466, 1951, 2431, 3032, 3623, 4258, 5051, 5073, 6083, 7125, 7780, 8066, 8940, 9433, 9779, 10450, 11629, 12085, 13534, 14305, 15495, 17418, 18111, 18486, 19077, 19884, 21223, 21883, 24162, 24162, 24519, 25419, 25785]",2.5,10.490209988649262,1.8524404086265605,1.350170261066969,6.195800227014756,11,2.2,1.3933333333333335,63.44050099578817
6,0.6952380952380952,0.6642857142857143,0.9642857142857143,0.954653937947494,67,0.8785714285714286,0.430952380952381,5,8,5,5,"[0, 0, 1, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8]",4402,2064,"[0, 258, 617, 944, 1393, 2064, 2402, 2813, 3226, 3505, 4402, 5197, 5678, 6195, 6692, 6940, 7641, 8389, 8869, 9276, 9859, 10229, 10953, 12005, 12274, 12459, 13055, 13541, 14094, 15148, 15713, 16359, 17004, 17386, 17498, 17782, 18066, 18288]",32777,2028,45,10,Pugna,True,2,24.977228571428572,88,251,67,34,"[0, 3, 10, 16, 25, 34, 40, 47, 57, 62, 67, 70, 77, 81, 91, 91, 105, 115, 125, 130, 140, 145, 164, 174, 177, 177, 178, 186, 195, 207, 222, 233, 240, 242, 242, 246, 251, 251]",,,2,0.0,2528,0,4911,2435,"[0, 211, 749, 1164, 1743, 2435, 2808, 3341, 3878, 4280, 4911, 5572, 6207, 6614, 7005, 7087, 7898, 9034, 9613, 10151, 11146, 11592, 12090, 13829, 14485, 14533, 15747, 16164, 16865, 18228, 18934, 19852, 20519, 20652, 20652, 21281, 21460, 21571]",4.772727272727273,11.160714285714285,4.0,1.6547619047619049,6.7142857142857135,16,3.2,2.026666666666667,81.96879653679653
18,0.9140859140859141,0.6533466533466533,0.6313686313686314,0.792,51,0.952047952047952,0.9040959040959041,5,11,8,4,"[0, 1, 3, 3, 3, 4, 5, 6, 7, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 11, 11, 11, 11, 11]",3021,1377,"[0, 300, 599, 944, 1153, 1377, 1747, 2073, 2438, 2834, 3021, 3286, 3800, 4543, 5218, 6023, 6949, 7483, 7852, 8085, 8530, 8902, 9253, 9677, 10330, 10614, 10901, 11491, 12273, 12945, 13057, 13589, 14113, 14917, 16446, 16788, 17327, 18927]",33743,1967,104,10,Legion Commander,False,2,0.022771428571427776,61,191,51,20,"[0, 2, 7, 14, 17, 20, 30, 37, 43, 50, 51, 52, 65, 72, 79, 84, 90, 95, 106, 107, 113, 119, 126, 130, 133, 135, 135, 143, 151, 154, 154, 159, 164, 168, 171, 173, 180, 190]",,,2,0.0,12041,1,4027,1883,"[0, 126, 693, 1204, 1692, 1883, 2366, 2793, 3327, 3753, 4027, 4387, 4878, 5707, 6397, 7175, 8329, 9012, 9434, 9520, 10552, 11499, 11785, 12504, 13772, 13924, 14233, 14907, 16747, 17243, 17301, 18335, 18981, 20328, 21341, 21712, 22257, 23922]",2.5,15.0,2.656843156843157,4.0,6.766733266733267,28,5.6,0.8776119402985073,47.60976592638131
18,0.46551724137931033,0.7758620689655172,0.5924764890282131,0.28773584905660377,3,0.31504702194357365,0.5689655172413793,6,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1871,888,"[0, 220, 513, 613, 788, 888, 994, 1188, 1360, 1466, 1871, 2295, 2401, 2888, 3087, 3361, 3635, 3802, 3907, 4154, 4973, 5529, 5746, 6331, 6862, 7065, 7392, 7648, 7830, 8159, 8350, 8915, 9261, 9396, 10738, 11294, 11601, 12835]",21452,8,101,10,Skywrath Mage,False,1,6.152295238095238,37,64,3,2,"[0, 0, 0, 0, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 5, 6, 6, 6, 7, 10, 13, 21, 22, 25, 25, 26, 27, 30, 30, 30, 32, 33, 37, 38, 45, 56, 60, 64]","Sorry, I'm Lag",73.0,4,10.143677,583,1,1872,953,"[0, 84, 114, 263, 649, 953, 1016, 1334, 1483, 1527, 1872, 3312, 3485, 3906, 4321, 5124, 5183, 5636, 5896, 6256, 7460, 8099, 8283, 8925, 9707, 9755, 10836, 10947, 11419, 11885, 12065, 12763, 13108, 13219, 13873, 14464, 14876, 16061]",2.5,6.853448275862068,2.4623824451410656,2.344827586206897,4.454545454545454,28,4.666666666666667,0.7313432835820896,38.103844615154955
23,0.6238738738738738,0.6193693693693694,0.9414414414414415,0.4988738738738739,6,0.7781531531531531,0.8682432432432432,5,2,1,0,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]",1844,620,"[0, 220, 320, 420, 520, 620, 726, 1059, 1391, 1505, 1844, 1950, 2056, 2394, 2679, 3086, 3483, 4042, 4173, 4463, 5056, 5599, 5996, 6907, 7332, 7992, 8104, 8619, 9347, 10286, 10932, 11431, 11697, 12018, 13565, 14115, 14629, 15673]",11453,9324,50,5,Dazzle,False,3,16.161954761904763,37,157,6,1,"[0, 0, 0, 0, 1, 1, 1, 2, 2, 3, 6, 6, 6, 8, 12, 21, 22, 32, 33, 35, 39, 46, 55, 71, 74, 85, 85, 92, 100, 113, 127, 132, 133, 133, 137, 144, 151, 152]",,,5,16.106934,1857,1,2402,750,"[0, 90, 182, 360, 602, 750, 965, 1281, 1821, 2042, 2402, 2450, 2573, 2845, 3394, 3840, 4951, 5782, 5858, 6078, 7190, 8814, 9383, 10689, 11497, 12604, 12711, 13436, 15257, 16405, 17366, 18385, 19623, 20752, 22015, 22621, 23388, 24601]",2.5,9.822635135135135,4.0,3.841216216216216,5.987612612612612,28,5.6,0.8776119402985073,65.09756727056727
19,0.710789766407119,0.9688542825361512,0.5317018909899889,0.542825361512792,51,0.8976640711902113,0.6318131256952169,4,8,7,3,"[0, 0, 0, 0, 0, 3, 5, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",3806,1330,"[0, 338, 473, 755, 1155, 1330, 1784, 2214, 2805, 3253, 3806, 4003, 4333, 4796, 5284, 5712, 6200, 7013, 7647, 8231, 8723, 9485, 10154, 11197, 12147, 13148, 14240, 14991, 15582, 16303, 16920, 17922, 18766, 20168, 21989, 22757, 23970, 25087]",34644,0,94,7,Medusa,False,3,16.161954761904763,76,370,51,19,"[0, 3, 4, 9, 17, 19, 27, 34, 40, 48, 51, 51, 56, 66, 75, 81, 86, 104, 118, 132, 142, 158, 171, 189, 206, 224, 230, 246, 254, 262, 285, 305, 318, 328, 335, 347, 364, 370]",DigDog,72.0,1,72.83583,9837,1,3467,1161,"[0, 147, 479, 657, 956, 1161, 1559, 2038, 2480, 2899, 3467, 3855, 4344, 4674, 5385, 6260, 6603, 7966, 8846, 9464, 9866, 10952, 11792, 12971, 14787, 15693, 17126, 18052, 19586, 20082, 21161, 22303, 22957, 25604, 26832, 27407, 28456, 29630]",2.142857142857143,11.45230812013348,2.1585094549499444,2.659065628476084,7.988320355951057,26,6.5,1.0186567164179103,65.48156225272687
19,0.7494407158836689,0.34675615212527966,0.7874720357941835,0.7668161434977578,51,0.28859060402684567,0.912751677852349,1,6,6,4,"[0, 1, 3, 3, 4, 4, 4, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",3123,1466,"[0, 370, 664, 908, 1091, 1466, 1684, 1865, 2250, 2719, 3123, 3483, 3956, 4712, 4876, 5250, 5927, 6212, 6978, 7299, 8407, 8993, 9665, 10177, 10916, 11540, 11865, 12366, 13793, 14285, 14682, 15387, 16244, 17221, 18793, 19152, 19775, 20778]",29586,275,55,5,Dark Seer,False,1,6.152295238095238,63,272,51,24,"[0, 4, 9, 13, 15, 24, 27, 29, 36, 45, 51, 57, 68, 83, 84, 90, 94, 97, 112, 116, 137, 148, 160, 166, 174, 185, 186, 193, 201, 205, 211, 219, 234, 245, 250, 254, 261, 267]",Sakura Miko Stan,73.0,3,9.476416,3033,1,3413,1155,"[0, 153, 480, 698, 794, 1155, 1375, 1752, 2189, 2884, 3413, 3929, 4743, 5432, 5662, 6103, 7187, 7617, 8275, 8681, 10138, 10763, 11483, 12183, 13147, 13609, 14633, 14876, 16407, 17094, 17591, 18567, 19219, 21275, 22288, 22659, 23180, 24037]",1.7857142857142858,12.17701342281879,3.437360178970917,4.0,2.1767337807606264,24,24.0,3.761194029850746,45.73710293286131
