assists,benchmarks.hero_damage_per_min.pct,benchmarks.hero_healing_per_min.pct,benchmarks.last_hits_per_min.pct,benchmarks.lhten.pct,benchmarks.lhten.raw,benchmarks.stuns_per_min.pct,benchmarks.tower_damage.pct,deaths,denies,dn_10,dn_5,dn_t,gold_10,gold_5,gold_t,hero_damage,hero_healing,hero_id,hero_name,isRadiant,kills,lane,lane_advantage,lane_efficiency_pct,last_hits,lh_10,lh_5,lh_t,personaname,rank_tier,role,stuns,tower_damage,win,xp_10,xp_5,xp_t,combat_advantage,hd_advantage,farm_advantage,td_advantage,utility_advantage,total_advantage,ka,kda,kda_ratio
19,0.8205574912891986,0.440766550522648,0.9825783972125436,0.8150087260034904,13,0.8815331010452961,0.975609756097561,13,3,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2434,970,"[0, 140, 265, 365, 465, 970, 1267, 1492, 1643, 1976, 2434, 2594, 3074, 3234, 3450, 3725, 4248, 4772, 5338, 5825, 6129, 6336, 6906, 7128, 7539, 8057, 8395, 8810, 9163, 9346, 9713, 10327, 10810, 10923, 11509, 12217, 12901, 13196, 13953, 14065, 14426, 15082, 15534, 16017, 16137, 17368, 18876, 19053, 19814, 20383, 21045, 21766, 22889, 23512, 23632, 23913, 24999, 25593, 26345, 26949, 27941]",29840,7378,83,Treant Protector,True,4,1,10.404080952380951,49,279,13,2,"[0, 0, 1, 1, 2, 2, 2, 5, 5, 6, 13, 13, 19, 19, 20, 24, 31, 39, 45, 52, 56, 57, 58, 58, 63, 70, 75, 82, 86, 87, 90, 97, 99, 99, 106, 119, 126, 128, 134, 134, 139, 152, 157, 164, 164, 165, 165, 167, 183, 189, 198, 208, 225, 235, 235, 236, 242, 251, 259, 268, 279]",Horny,65.0,5,128.19843,5943,0,2577,905,"[0, 62, 272, 304, 338, 905, 1218, 1423, 1673, 1997, 2577, 2681, 3204, 3341, 3516, 3763, 4727, 5303, 5889, 6551, 6903, 8510, 10022, 10066, 10471, 10924, 11647, 12138, 12468, 12524, 13130, 13462, 15247, 15311, 15901, 16728, 17570, 17994, 18416, 18492, 18875, 19461, 19881, 20050, 20088, 23498, 25930, 26000, 26388, 26571, 27375, 28684, 29836, 30935, 31041, 32389, 37531, 38620, 39866, 41109, 42001]",3.552631578947368,16.283308196151346,4.948314760530158,5.0,3.3797909407665503,67.0278868135021,23,1.7692307692307692,1.0754147812971342
7,1.0,0.7744510978043913,0.9920159680638724,0.5049900199600799,32,0.6746506986027944,0.18562874251497,11,28,13,10,"[0, 2, 5, 8, 9, 10, 12, 13, 13, 13, 13, 13, 13, 14, 14, 14, 16, 16, 16, 16, 16, 16, 16, 18, 19, 19, 19, 19, 19, 19, 20, 20, 20, 21, 21, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 24, 24, 24, 24, 25, 26, 26, 27, 27, 27, 27, 27, 27, 28, 28]",3122,725,"[0, 140, 265, 414, 552, 725, 1258, 1561, 2012, 2433, 3122, 3761, 4393, 5057, 5463, 5720, 6287, 6769, 7663, 8411, 8964, 9109, 10474, 10927, 11670, 12041, 12751, 13267, 13868, 14331, 14758, 15861, 15973, 16703, 17514, 18222, 19250, 20253, 21502, 22308, 22420, 23306, 24264, 24492, 24760, 24879, 27223, 27869, 29900, 30638, 31101, 32043, 32713, 32976, 33813, 35811, 36481, 37203, 38056, 39123, 39704]",95562,0,33,Enigma,True,12,3,16.930310714285714,63,503,32,4,"[0, 0, 0, 1, 2, 4, 11, 17, 19, 26, 32, 44, 58, 63, 77, 80, 91, 98, 104, 116, 130, 132, 136, 141, 152, 155, 170, 184, 192, 202, 207, 219, 219, 233, 243, 253, 265, 283, 303, 318, 318, 333, 348, 348, 351, 351, 360, 370, 379, 387, 397, 409, 419, 423, 435, 448, 448, 459, 473, 494, 503]",Mud Truck,44.0,4,67.38863,433,0,2826,817,"[0, 59, 235, 447, 547, 817, 1297, 1541, 1835, 2356, 2826, 3481, 4170, 5231, 5699, 6054, 6884, 7382, 8323, 9191, 9913, 10047, 11286, 11715, 12543, 12870, 13778, 14568, 14985, 15533, 16046, 16776, 16838, 18729, 19518, 20315, 22612, 23385, 24376, 25378, 25456, 26115, 26634, 26634, 27847, 27847, 31497, 31823, 35311, 35528, 36058, 36687, 37196, 37563, 38085, 40266, 40266, 40462, 41329, 42278, 42420]",2.5,20.0,4.97190868765848,0.42814371257484996,3.830409495223216,74.86272709191117,19,1.7272727272727273,1.049910873440285
15,0.982496194824962,0.213089802130898,0.8774733637747336,0.9328756674294432,46,0.365296803652968,0.7792998477929984,13,9,8,2,"[0, 0, 0, 0, 1, 2, 3, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",3267,1297,"[0, 177, 409, 698, 945, 1297, 1556, 2012, 2358, 2573, 3267, 3678, 3838, 4223, 4653, 4890, 5102, 5487, 5943, 6336, 6792, 7633, 8447, 9098, 9692, 10395, 10618, 11469, 11940, 12288, 12607, 13541, 13769, 13882, 14516, 14990, 15519, 16153, 16635, 17098, 17210, 17645, 18021, 18883, 19167, 21615, 23321, 23440, 23560, 23914, 24469, 24589, 24834, 25288, 25769, 26332, 27993, 28343, 28969, 29421, 29665]",77753,5732,112,Winter Wyvern,True,4,3,16.930310714285714,66,291,46,19,"[0, 1, 4, 9, 13, 19, 22, 30, 35, 38, 46, 52, 52, 59, 65, 68, 68, 73, 78, 84, 94, 102, 105, 112, 112, 122, 122, 136, 145, 148, 154, 164, 166, 166, 173, 178, 183, 192, 193, 197, 197, 203, 205, 218, 223, 234, 236, 236, 236, 237, 246, 246, 246, 252, 258, 264, 269, 275, 283, 291, 291]",Jerracabra,73.0,3,47.58797,1581,0,3210,1184,"[0, 59, 235, 447, 680, 1184, 1597, 2145, 2610, 2773, 3210, 3726, 3748, 4237, 4867, 5143, 5677, 6022, 6369, 6822, 7350, 8042, 9581, 10201, 11014, 11648, 12698, 13871, 14465, 14773, 15179, 16734, 17010, 17074, 17621, 17980, 20211, 20819, 20923, 21564, 21642, 22124, 22498, 23376, 23715, 28319, 32059, 32059, 32059, 32129, 32626, 32748, 32748, 33214, 33821, 34364, 38908, 39439, 40172, 40610, 40728]",2.5,19.797089028675913,4.572918995809301,4.2509594055392395,0.8301213721215351,75.20215310220262,19,1.4615384615384615,0.8883861236802413
14,0.6398104265402843,0.971563981042654,0.1753554502369668,0.6445497630331753,81,0.7914691943127962,0.5355450236966824,14,2,2,2,"[0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",4436,1474,"[0, 262, 578, 810, 1221, 1474, 2084, 2392, 3052, 3716, 4436, 5165, 5880, 7092, 7581, 7785, 8290, 8818, 9336, 9610, 9716, 10086, 10896, 11629, 12076, 12261, 12484, 13214, 13912, 14583, 14942, 15318, 15430, 15543, 15745, 16080, 16919, 17559, 18620, 18732, 18844, 18964, 19475, 20461, 20581, 21894, 23046, 23165, 24567, 25051, 25170, 25290, 25835, 26396, 26516, 27504, 28174, 28293, 28658, 29096, 29340]",45504,0,82,Meepo,True,8,2,15.233457142857143,89,326,81,27,"[0, 3, 11, 14, 23, 27, 38, 44, 63, 78, 81, 86, 96, 118, 121, 123, 126, 135, 138, 140, 140, 145, 150, 161, 165, 165, 165, 181, 197, 216, 221, 222, 222, 222, 222, 227, 243, 256, 264, 264, 264, 264, 267, 282, 282, 284, 290, 290, 291, 294, 294, 294, 303, 313, 313, 316, 316, 316, 320, 326, 326]",TommyRugs,54.0,2,123.706436,7823,0,5259,2150,"[0, 268, 629, 1112, 1746, 2150, 2808, 3117, 3835, 4681, 5259, 6309, 7602, 9101, 9625, 9697, 10578, 11259, 12412, 12522, 12640, 13423, 15631, 16274, 17612, 17660, 17806, 18775, 19248, 19954, 20210, 20736, 20798, 20877, 20943, 21394, 22712, 23380, 23596, 23672, 23750, 23830, 24280, 25288, 25288, 31943, 32055, 32055, 36080, 36195, 36195, 36307, 36386, 36687, 36896, 39367, 39429, 39429, 39787, 40443, 40561]",3.2894736842105265,10.634962422747773,0.37677725118483396,2.4227982248168694,4.728672985781991,56.44021801784482,22,1.5714285714285714,0.9551820728291316
10,0.55078125,0.96875,0.9888392857142856,0.3327740492170022,44,0.0625,0.7114955357142857,11,5,5,4,"[0, 1, 3, 3, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2806,1131,"[0, 220, 435, 723, 891, 1131, 1236, 1523, 1831, 2169, 2806, 3235, 3696, 4389, 4838, 5434, 6521, 7011, 7911, 8412, 9502, 9841, 11078, 12588, 13665, 14489, 15182, 15562, 16109, 16708, 17628, 18665, 20168, 20281, 20782, 21963, 22951, 24328, 24884, 24996, 25150, 26085, 27026, 27869, 28841, 31443, 34992, 35111, 35642, 36547, 36666, 36818, 38062, 39258, 40055, 41409, 44503, 45475, 46658, 47064, 47608]",47312,0,48,Luna,True,9,1,10.404080952380951,56,921,44,12,"[0, 2, 4, 9, 11, 12, 12, 15, 19, 30, 44, 49, 61, 73, 84, 100, 119, 132, 151, 162, 184, 189, 211, 244, 268, 291, 299, 305, 369, 383, 414, 435, 452, 452, 458, 487, 513, 543, 544, 544, 555, 577, 592, 611, 633, 649, 677, 678, 678, 699, 699, 700, 730, 761, 785, 826, 854, 877, 902, 915, 921]",,,1,23.497313,15009,0,2555,1116,"[0, 90, 329, 755, 1051, 1116, 1165, 1427, 1649, 2029, 2555, 3045, 3687, 4518, 5067, 5943, 7267, 7852, 8574, 9163, 10822, 11263, 12320, 13596, 14686, 15639, 16560, 17094, 17632, 18470, 19203, 20253, 23155, 23219, 23886, 25655, 26574, 28099, 28204, 28280, 28611, 29937, 30631, 31155, 31661, 36142, 39882, 39882, 40981, 41220, 41220, 41408, 42306, 43325, 43806, 44948, 49971, 50870, 51567, 52078, 52415]",2.5,8.4521484375,4.9639669817845125,3.7424270649488935,2.0,49.32711297940671,19,1.7272727272727273,1.049910873440285
14,0.5960264900662252,0.9646799116997792,0.6181015452538632,0.1438053097345132,32,0.5474613686534217,0.9735099337748344,10,11,9,6,"[0, 2, 6, 6, 6, 6, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",2346,1251,"[0, 254, 487, 741, 1036, 1251, 1400, 1546, 1768, 2105, 2346, 2686, 3243, 4016, 4717, 5010, 5233, 5851, 6951, 7755, 8251, 8650, 9069, 9181, 9851, 10664, 11779, 12247, 12711, 13386, 14382, 15760, 16688, 17021, 17931, 19213, 19325, 19536, 20134, 20784, 22212, 22723, 23542, 24573, 25483, 25805, 25925, 27126, 27565, 27685, 28101, 29728, 30635, 31475, 32903, 34682, 36137, 36811, 37066, 37810, 40737]",42291,0,18,Sven,False,8,3,8.069689285714286,47,549,32,21,"[0, 1, 5, 9, 15, 21, 22, 22, 25, 30, 32, 42, 55, 69, 77, 81, 82, 95, 113, 130, 147, 152, 159, 159, 167, 182, 194, 203, 214, 229, 251, 263, 274, 274, 287, 317, 317, 317, 323, 338, 343, 344, 357, 374, 381, 386, 386, 406, 409, 409, 412, 435, 459, 471, 495, 502, 513, 528, 528, 539, 547]",Nanjou Sachi,61.0,1,62.442852,21770,1,1675,970,"[0, 90, 295, 551, 794, 970, 1105, 1131, 1278, 1508, 1675, 2112, 3468, 4454, 6317, 6727, 6915, 7888, 9318, 10588, 11167, 11568, 12144, 12287, 13646, 14472, 16707, 17426, 17926, 18909, 20466, 22423, 24020, 24084, 25122, 26914, 26984, 27055, 28541, 28935, 29911, 30591, 30997, 32247, 33389, 33668, 33758, 35918, 36296, 36392, 36596, 39513, 39957, 40664, 42546, 46212, 48988, 49931, 50168, 50890, 55908]",0.3205128205128205,9.536439921314562,2.745551495868624,4.84626207892536,3.024177997103992,43.91174399913792,22,2.2,0.44000000000000006
31,0.4063324538258575,0.8812664907651715,0.6306068601583114,0.626984126984127,15,0.9630606860158312,0.683377308707124,7,7,3,1,"[0, 0, 0, 0, 1, 1, 1, 2, 3, 3, 3, 4, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]",1771,641,"[0, 240, 340, 440, 540, 641, 746, 1036, 1142, 1374, 1771, 1954, 2421, 3107, 3723, 3829, 3997, 4179, 4712, 5065, 5171, 5606, 6073, 6185, 7223, 7483, 8255, 8489, 8913, 9220, 9370, 10108, 10557, 10890, 11439, 11704, 12205, 12483, 13560, 13672, 14947, 15202, 15431, 15659, 16375, 16525, 17135, 17629, 17905, 18536, 19695, 19895, 20094, 20720, 21430, 22239, 23017, 23216, 23551, 24244, 24744]",14669,14143,85,Undying,False,5,3,8.069689285714286,35,139,15,1,"[0, 1, 1, 1, 1, 1, 1, 5, 5, 6, 15, 17, 28, 28, 34, 34, 34, 37, 39, 41, 41, 42, 46, 46, 52, 54, 61, 64, 70, 74, 75, 79, 82, 82, 88, 91, 99, 100, 106, 106, 106, 106, 106, 106, 107, 108, 116, 117, 118, 119, 121, 121, 121, 121, 133, 138, 138, 138, 138, 139, 139]",Gwar Goobah Stan,33.0,5,7.793213,886,1,1836,811,"[0, 62, 267, 406, 675, 811, 911, 1391, 1593, 1678, 1836, 2027, 2802, 3658, 3932, 4159, 4204, 4663, 5371, 6292, 6581, 7023, 7987, 8059, 9328, 10081, 11502, 12105, 12358, 12494, 12847, 14645, 16057, 16172, 16740, 17333, 17788, 17973, 20344, 20344, 21167, 21265, 22955, 23143, 24215, 24494, 26856, 28628, 28722, 30850, 31111, 31211, 32553, 33921, 34437, 35799, 37906, 38018, 38220, 40665, 41799]",2.1153846153846154,5.743733509234827,2.8393413576519855,3.0378170597917036,4.588293883413335,40.606553401831924,36,5.142857142857143,1.0285714285714287
32,0.9065860215053764,0.6169354838709677,0.594758064516129,0.2580645161290322,4,0.7217741935483871,0.7170698924731183,4,9,5,4,"[0, 0, 1, 1, 1, 4, 4, 4, 4, 5, 5, 6, 6, 6, 6, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",1566,801,"[0, 220, 320, 531, 664, 801, 906, 1100, 1206, 1415, 1566, 1672, 1938, 2098, 2575, 2860, 3351, 3457, 3729, 4044, 4150, 4532, 5174, 5497, 6131, 6543, 7608, 7839, 8126, 8914, 9106, 10274, 11062, 11671, 12109, 12405, 12635, 12999, 13894, 15133, 16482, 17098, 17881, 19174, 19836, 20055, 20553, 20672, 20902, 21681, 22432, 22877, 23056, 23922, 24233, 24725, 26071, 26663, 27089, 27690, 28637]",50689,0,123,Hoodwink,False,14,1,14.595919047619049,31,150,4,2,"[0, 0, 0, 2, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 11, 11, 11, 11, 12, 12, 12, 13, 16, 18, 21, 23, 24, 24, 27, 27, 27, 27, 27, 29, 35, 38, 41, 41, 59, 62, 69, 69, 75, 75, 75, 76, 76, 76, 76, 85, 87, 88, 88, 93, 93, 108, 117, 122, 130, 149]",For The Pills,61.0,4,116.237045,1464,1,1813,1104,"[0, 28, 151, 345, 582, 1104, 1228, 1562, 1716, 1795, 1813, 2041, 2715, 2829, 3595, 3993, 4513, 4737, 5473, 6253, 6399, 7447, 9086, 9357, 10908, 11166, 13285, 13529, 13814, 14746, 14992, 16619, 18885, 19196, 19351, 19777, 20113, 20632, 22739, 25497, 26473, 27056, 28479, 30215, 31326, 31474, 33839, 33931, 34025, 36023, 36559, 36805, 37122, 38718, 38895, 40025, 42540, 43510, 43970, 45116, 46090]",3.397435897435898,19.117937375562228,2.5704753903356177,3.2905114380366607,2.7216671541241393,70.29837892786706,46,11.5,2.3
23,0.9990324141267536,0.8200290275761973,0.9980648282535076,0.9166666666666666,42,0.8538945331398161,0.8205128205128205,10,23,19,8,"[0, 1, 5, 6, 8, 8, 9, 11, 13, 17, 19, 19, 21, 21, 21, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23]",4148,1691,"[0, 254, 515, 809, 1364, 1691, 1832, 2467, 2748, 3233, 4148, 4254, 4944, 5266, 5878, 6247, 6415, 6623, 7070, 7575, 7932, 8695, 8903, 9015, 9720, 10245, 10830, 11169, 11944, 12656, 13098, 13650, 14540, 16449, 16958, 17511, 18207, 18716, 19811, 21608, 22765, 23968, 25250, 27122, 28219, 28940, 29926, 32605, 33384, 34695, 35884, 37324, 38788, 40309, 41277, 41697, 42085, 42204, 43270, 45321, 46958]",102026,1991,14,Pudge,False,24,1,14.595919047619049,83,529,42,15,"[0, 1, 5, 10, 14, 15, 16, 23, 27, 34, 42, 42, 44, 48, 52, 60, 60, 62, 66, 66, 72, 75, 75, 75, 79, 88, 88, 93, 108, 117, 124, 124, 136, 144, 152, 164, 176, 182, 187, 201, 208, 234, 253, 271, 281, 281, 286, 319, 330, 342, 362, 385, 422, 446, 462, 465, 465, 465, 487, 527, 529]",kojog,63.0,3,96.128006,1438,1,4217,1499,"[0, 119, 299, 541, 1217, 1499, 1566, 2118, 2515, 3088, 4217, 4313, 5043, 5286, 5954, 6430, 6468, 6911, 7647, 8098, 8379, 9672, 9820, 9906, 11346, 11675, 12347, 12542, 13046, 14127, 14454, 16188, 17968, 22645, 22927, 23330, 24246, 25145, 27612, 31513, 32720, 33576, 36005, 40031, 40802, 44109, 46294, 50259, 51213, 53341, 54754, 56045, 56045, 56045, 56045, 56045, 56045, 56045, 56045, 56045, 56045]",3.525641025641026,20.0,5.0,4.066333398334427,4.094752893697256,78.89637902352577,47,4.7,0.9400000000000001
28,0.9777777777777776,0.9,0.9388888888888888,0.924791086350975,59,0.4805555555555555,0.9805555555555556,7,29,16,11,"[0, 1, 3, 5, 7, 11, 14, 16, 16, 16, 16, 16, 16, 18, 19, 19, 19, 19, 19, 19, 23, 23, 23, 23, 23, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 27, 28, 28, 28, 28, 28, 28, 28, 28, 29, 29, 29]",3397,1311,"[0, 341, 562, 780, 1102, 1311, 1653, 2077, 2471, 2950, 3397, 3821, 4139, 4494, 5724, 6199, 6688, 7346, 7555, 8154, 8529, 9162, 9559, 9671, 9879, 10422, 11889, 12371, 12786, 13329, 13966, 14764, 16230, 17382, 18214, 18566, 18775, 19584, 20319, 21421, 22689, 22944, 24168, 25137, 26825, 28020, 29350, 29778, 30008, 30702, 32492, 32932, 33139, 34039, 34361, 35840, 37379, 38205, 38784, 39673, 40124]",81198,0,15,Razor,False,11,2,9.766542857142857,68,467,59,18,"[0, 3, 6, 9, 15, 18, 24, 31, 41, 50, 59, 66, 68, 73, 78, 88, 94, 109, 111, 123, 129, 137, 144, 144, 144, 153, 164, 172, 178, 187, 199, 214, 239, 248, 265, 271, 273, 287, 291, 300, 305, 305, 319, 331, 344, 361, 362, 362, 362, 367, 381, 393, 396, 401, 408, 408, 417, 431, 437, 458, 459]",For The Thrills,63.0,2,0.0,14857,1,4701,2173,"[0, 297, 779, 1142, 1628, 2173, 2663, 3155, 3720, 4226, 4701, 5063, 5320, 5738, 7883, 8353, 9256, 10077, 10253, 11173, 11604, 12970, 13541, 13585, 13631, 14310, 16586, 17124, 17641, 18708, 19406, 21441, 23655, 25606, 26762, 27100, 27508, 28221, 30588, 32764, 33740, 34420, 36151, 38697, 39843, 41010, 43538, 43630, 43724, 45767, 50186, 50698, 50896, 52776, 53325, 56045, 56045, 56045, 56045, 56045, 56045]",2.5,20.0,4.957012128686872,4.863876133377163,2.6099334319328307,68.76517623252265,39,5.571428571428571,1.1142857142857143
