assists,benchmarks.gold_per_min.raw,benchmarks.hero_damage_per_min.pct,benchmarks.hero_healing_per_min.pct,benchmarks.last_hits_per_min.pct,benchmarks.lhten.pct,benchmarks.lhten.raw,benchmarks.stuns_per_min.pct,benchmarks.tower_damage.pct,benchmarks.xp_per_min.raw,deaths,denies,dn_10,dn_5,dn_t,gold_10,gold_5,gold_t,hero_damage,hero_healing,hero_id,hero_name,isRadiant,kills,lane,lane_advantage,lane_efficiency_pct,last_hits,lh_10,lh_5,lh_t,personaname,rank_tier,role,stuns,tower_damage,win,xp_10,xp_5,xp_t,combat_advantage,hd_advantage,farm_advantage,td_advantage,utility_advantage,total_advantage,kda_lookup_value,hero_lane_kda,hero_lane_gpm,hero_lane_xpm,ka,kda,expected_kda_ratio,kda_ratio,expected_gpm_ratio,gpm_ratio,expected_xpm_ratio,xpm_ratio
15,459,0.2631578947368421,0.8729399255715046,0.45188729399255717,0.6377197655833777,46,0.4327485380116959,0.49707602339181284,624,9,21,19,9,"[0, 2, 3, 5, 8, 9, 11, 15, 17, 17, 19, 19, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 21, 21, 21, 21, 21, 21, 21, 21]",3078,1370,"[0, 291, 464, 831, 1126, 1370, 1787, 1976, 2337, 2771, 3078, 3576, 3801, 4075, 4525, 4796, 5490, 5993, 6203, 6899, 7046, 7474, 8025, 8514, 9100, 9357, 10119, 10414, 10858, 11291, 11871, 12748, 13140, 13758, 14348, 14957, 15168, 15489, 16314, 16516, 16842, 16961, 17432, 18006, 19373, 20306]",21433,240,74,Invoker,True,3,2,14.490392857142858,62,199,46,21,"[0, 3, 5, 12, 17, 21, 29, 31, 37, 43, 46, 49, 52, 55, 57, 60, 68, 78, 79, 90, 91, 97, 105, 110, 111, 111, 121, 123, 124, 129, 135, 145, 145, 151, 156, 167, 167, 169, 181, 181, 183, 183, 187, 196, 196, 197]",Nanjou Sachi,62.0,2,71.54678,2113,1,4345,1953,"[0, 240, 566, 1129, 1500, 1953, 2500, 2848, 3395, 3913, 4345, 4764, 5034, 5270, 5514, 5773, 6490, 6853, 7501, 8429, 8666, 9022, 9606, 10517, 12167, 12215, 12596, 13140, 13466, 13587, 14028, 14649, 14711, 15464, 17208, 17999, 18089, 18420, 19398, 19474, 19889, 19969, 20502, 20672, 25865, 26615]",4.227492690795444,3.059210526315789,8.835443658158445,2.085359482514727,2.260261832179273,34.958161047106536,Invoker_2,3.27,505.0,585.0,18,2.0,0.22427983539094648,0.08763693270735523,0.23444753946146704,0.18935643564356436,0.2240520873228648,0.21003029283069674
16,344,0.2808621815806662,0.697583278902678,0.186152841280209,0.5199738048461034,7,0.2736773350751143,0.6146309601567603,527,4,2,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2043,704,"[0, 280, 380, 480, 604, 704, 810, 916, 1331, 1820, 2043, 2259, 2546, 2706, 3140, 3300, 3469, 3743, 3973, 4315, 4501, 4815, 5182, 5546, 5852, 6228, 6501, 6767, 7131, 7441, 7715, 8366, 9129, 9456, 9903, 10324, 10661, 11163, 11492, 12096, 12407, 12526, 12646, 12766, 14435, 15208]",18827,364,123,Hoodwink,True,5,3,15.055307142857142,41,56,7,1,"[0, 1, 1, 1, 1, 1, 1, 1, 3, 5, 7, 7, 7, 7, 11, 12, 12, 17, 20, 22, 22, 22, 22, 24, 24, 25, 25, 26, 26, 27, 27, 29, 35, 35, 35, 37, 39, 45, 47, 50, 55, 55, 55, 55, 56, 56]",For The Pills,61.0,4,57.525642,990,1,2564,937,"[0, 110, 320, 549, 777, 937, 1240, 1441, 1905, 2365, 2564, 2924, 3178, 3223, 3646, 3712, 3742, 4324, 5005, 5280, 5338, 5496, 6373, 7305, 7848, 8070, 8399, 9069, 9382, 9519, 9736, 10943, 11672, 12285, 13959, 14571, 14792, 15208, 15406, 17364, 17671, 17774, 17856, 18045, 22301, 23001]",17.70107528228509,3.391165904637491,6.422709819027571,2.967021508251833,1.2049963998297195,46.74227605688885,Hoodwink_3,3.46,373.0,541.0,21,5.25,0.23731138545953356,0.2300469483568075,0.1731662024141133,0.1419141914191419,0.20720030639601686,0.17738135307977113
19,474,0.5320987654320988,0.9962962962962963,0.5160493827160494,0.6679012345679012,52,0.8740740740740741,0.6802469135802469,648,5,6,4,4,"[0, 1, 2, 2, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",3737,1797,"[0, 289, 568, 944, 1584, 1797, 2094, 2357, 2779, 3311, 3737, 4324, 4768, 5097, 5641, 6315, 6484, 7036, 7671, 8011, 8311, 9275, 9778, 10009, 10662, 10919, 11112, 11770, 12211, 12507, 13019, 13541, 13950, 14383, 14787, 15836, 16047, 16258, 16907, 17684, 18286, 18591, 18711, 19248, 20232, 21080]",19431,7056,97,Magnus,True,6,3,15.055307142857142,75,235,52,24,"[0, 3, 8, 15, 21, 24, 29, 33, 40, 43, 52, 59, 67, 71, 83, 96, 96, 105, 120, 125, 130, 137, 142, 142, 147, 147, 147, 152, 158, 160, 167, 169, 170, 174, 175, 192, 192, 192, 205, 210, 221, 225, 225, 232, 233, 235]",Sakura Miko Stan,73.0,3,81.27858,2173,1,3197,1199,"[0, 110, 377, 606, 1039, 1199, 1445, 1690, 2154, 2736, 3197, 3576, 3999, 4271, 4686, 5567, 5597, 6418, 7410, 7825, 8236, 10385, 10855, 11581, 12167, 12227, 12395, 13200, 13463, 13657, 14244, 15672, 15928, 16579, 18323, 19641, 19731, 19803, 20799, 23160, 23784, 24141, 24223, 24966, 28788, 29524]",23.055849041248887,11.200206344553068,14.492978493652098,3.4591411589279826,4.705791692182817,71.96927387342198,Magnus_3,2.39,392.0,497.0,25,5.0,0.16392318244170095,0.2190923317683881,0.18198700092850512,0.19554455445544555,0.1903485254691689,0.21810838101649277
6,834,0.5479930191972077,0.9685863874345549,0.8743455497382199,0.5192307692307693,55,0.9546247818499127,0.9458987783595113,679,3,23,23,15,"[0, 1, 5, 10, 15, 15, 18, 20, 22, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23]",3740,1490,"[0, 255, 510, 773, 1231, 1490, 1972, 2274, 2495, 3132, 3740, 4346, 4690, 5527, 6322, 6997, 7929, 9043, 9839, 10383, 11135, 11715, 12760, 13991, 15002, 16065, 16851, 17497, 18565, 18871, 19292, 20385, 21480, 22563, 23173, 23405, 24155, 25252, 26473, 28284, 29170, 30215, 30335, 30766, 33710, 35884]",29584,0,109,Terrorblade,True,15,1,16.645764285714286,75,554,55,22,"[0, 2, 6, 10, 18, 22, 27, 32, 35, 47, 55, 69, 76, 99, 113, 132, 144, 168, 192, 201, 221, 233, 253, 265, 286, 306, 321, 331, 346, 349, 352, 368, 373, 392, 392, 392, 403, 430, 454, 466, 486, 505, 505, 511, 528, 543]",For The Thrills,63.0,1,0.0,23800,1,3400,1213,"[0, 119, 323, 591, 962, 1213, 1643, 2115, 2310, 2974, 3400, 3963, 4819, 5723, 6281, 6740, 7695, 8792, 9427, 9732, 10551, 11288, 12057, 13217, 14080, 15225, 15533, 16250, 16633, 16770, 16903, 18189, 20438, 20910, 22654, 22722, 23512, 24429, 24943, 27093, 27897, 28460, 28542, 28731, 35704, 36440]",22.5,11.696901774712723,18.32809067659934,5.0,4.701331734843278,78.87208847186963,Terrorblade_1,2.8,566.0,572.0,21,7.0,0.19204389574759942,0.30672926447574334,0.2627669452181987,0.34405940594059403,0.21907315204902336,0.2285425782564793
20,313,0.7970401691331924,0.904862579281184,0.08668076109936575,0.7813163481953291,9,0.6448202959830867,0.547568710359408,493,7,4,4,2,"[0, 0, 0, 1, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1735,786,"[0, 179, 279, 379, 649, 786, 1048, 1201, 1357, 1553, 1735, 2039, 2387, 2547, 2797, 2957, 3177, 3291, 3753, 3922, 4048, 4154, 4441, 4675, 4901, 5158, 5351, 5744, 6214, 6422, 6616, 7476, 8093, 8340, 9413, 9668, 9879, 10337, 10761, 11665, 11876, 12087, 12207, 12327, 12891, 13755]",25284,22228,37,Warlock,True,5,1,16.645764285714286,35,37,9,1,"[0, 0, 0, 0, 0, 1, 6, 8, 9, 9, 9, 12, 14, 14, 14, 14, 14, 15, 16, 16, 16, 16, 16, 16, 16, 16, 17, 19, 23, 23, 23, 23, 24, 24, 24, 24, 24, 24, 27, 34, 34, 34, 34, 35, 36, 37]",,,5,18.156324,1203,1,2440,1053,"[0, 28, 232, 500, 871, 1053, 1578, 1742, 1937, 2071, 2440, 2618, 3041, 3086, 3112, 3210, 3795, 4177, 4827, 5017, 5812, 6186, 6473, 7286, 7872, 7924, 7974, 8601, 9033, 9105, 9207, 10393, 10581, 10970, 12714, 13752, 13822, 14029, 14299, 16664, 16894, 17062, 18249, 18755, 20862, 21598]",15.940137159956077,18.069503171247355,8.22700360015244,2.4640546347716907,3.426151181878342,64.77261403372019,Warlock_1,2.66,318.0,416.0,25,3.5714285714285716,0.18244170096021947,0.1564945226917058,0.14763231197771587,0.12912541254125412,0.1593259287629261,0.16593739481656009
15,639,0.39448275862068966,0.6579310344827586,0.6910344827586207,0.24689655172413794,40,0.7558620689655172,0.4993103448275862,802,4,11,11,7,"[0, 0, 3, 4, 6, 7, 7, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",2738,1158,"[0, 218, 443, 764, 1021, 1158, 1457, 1758, 2086, 2322, 2738, 3158, 3641, 3958, 4289, 4874, 5197, 5577, 5769, 6715, 7833, 8593, 9419, 10118, 10505, 11858, 12650, 12945, 13418, 14091, 14649, 15068, 15938, 16936, 18839, 19583, 20958, 21992, 22801, 24343, 26173, 27389, 28123, 28577, 28824, 29074]",49624,0,34,Tinker,False,8,2,10.509607142857142,55,366,40,14,"[0, 1, 4, 9, 13, 14, 19, 21, 28, 31, 40, 50, 60, 64, 71, 82, 91, 96, 96, 113, 125, 133, 137, 149, 152, 161, 174, 178, 184, 189, 197, 203, 213, 231, 248, 264, 274, 290, 306, 325, 339, 352, 362, 364, 366, 366]",Big Waaagh!,,2,18.228613,51,0,4192,1889,"[0, 233, 623, 1106, 1562, 1889, 2372, 2762, 3216, 3663, 4192, 4789, 5449, 5907, 6458, 7051, 7733, 8431, 8474, 9389, 10366, 11328, 12455, 13215, 13651, 15060, 16087, 16753, 17248, 19424, 20455, 21342, 22347, 23707, 26018, 26656, 29953, 30802, 31396, 33823, 37436, 39534, 40313, 40459, 40640, 40728]",23.55263157894737,7.329429664651226,15.571459608267945,2.524045029898527,3.841199071390082,63.32837209601228,Tinker_2,3.38,515.0,592.0,23,5.75,0.24816446402349485,0.3579368608270342,0.27717976318622173,0.2950138504155125,0.24968367777309153,0.28259337561663145
10,515,0.4774774774774775,0.3099099099099099,0.8432432432432433,0.5786618444846293,43,0.572972972972973,0.7027027027027027,560,9,7,6,1,"[0, 1, 1, 1, 1, 1, 2, 4, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]",2755,1124,"[0, 252, 455, 624, 794, 1124, 1329, 1633, 1905, 2452, 2755, 2955, 3461, 4135, 4626, 5068, 5239, 6052, 6585, 7519, 8248, 8512, 9325, 9787, 9899, 10613, 11229, 11446, 11757, 12901, 13485, 14448, 14916, 15465, 16087, 16545, 17542, 18187, 18847, 19003, 19214, 21030, 21723, 22399, 23155, 23405]",27497,0,55,Dark Seer,False,5,1,8.354235714285714,55,337,43,14,"[0, 2, 5, 6, 8, 14, 18, 20, 25, 39, 43, 45, 54, 60, 68, 74, 75, 89, 93, 118, 129, 134, 149, 158, 158, 168, 182, 183, 187, 193, 203, 216, 221, 230, 234, 248, 262, 272, 285, 286, 286, 300, 309, 321, 337, 337]",姜G就G,63.0,3,18.231945,1340,0,2641,1094,"[0, 176, 383, 547, 696, 1094, 1274, 1442, 1749, 2253, 2641, 2755, 3110, 3954, 4398, 4930, 5196, 5993, 6733, 7880, 8732, 9056, 10126, 10678, 10724, 11843, 12089, 12265, 12585, 14400, 14688, 15779, 16588, 16977, 19356, 19943, 20879, 21556, 22005, 22155, 22233, 23994, 24409, 24937, 25358, 25446]",4.200094622054696,9.923014628925847,17.67010378639344,4.013513513513514,1.8812740008063233,46.04223626597953,Dark Seer_1,2.61,373.0,443.0,15,1.6666666666666667,0.19162995594713655,0.10374981473247367,0.2007534983853606,0.23776546629732226,0.18684099536060733,0.19732205778717407
17,263,0.3983402489626556,0.5352697095435685,0.7634854771784232,0.2987551867219917,3,0.7344398340248963,0.4149377593360996,457,5,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1406,615,"[0, 179, 279, 409, 509, 615, 721, 952, 1058, 1255, 1406, 1641, 1807, 1998, 2165, 2325, 2786, 3056, 3506, 3927, 4237, 4416, 4639, 4792, 4904, 5338, 5450, 5768, 6223, 6755, 7028, 7521, 7723, 7835, 8407, 9060, 9363, 9682, 9850, 10125, 10411, 10905, 11208, 11544, 11663, 11913]",11151,0,3,Bane,False,1,1,8.354235714285714,28,56,3,1,"[0, 0, 0, 1, 1, 1, 1, 2, 2, 3, 3, 6, 7, 8, 9, 9, 11, 11, 11, 13, 13, 13, 13, 14, 14, 15, 15, 17, 23, 23, 25, 30, 30, 30, 32, 45, 46, 49, 49, 53, 54, 54, 55, 56, 56, 56]",Squirrel!,34.0,4,132.76341,135,0,1627,537,"[0, 28, 173, 281, 436, 537, 831, 974, 1281, 1525, 1627, 2746, 3018, 3262, 3508, 3703, 4292, 4521, 5192, 5456, 5963, 6511, 7569, 7644, 7755, 8687, 8809, 9069, 9742, 12254, 12621, 13685, 13754, 13754, 16076, 16823, 17723, 17902, 18014, 18348, 18528, 19952, 20117, 20310, 20514, 20765]",21.42370293229739,7.449976237837661,11.439837558618546,1.8912506387123773,3.2741079281650145,53.83311100991671,Bane_1,2.2,274.0,398.0,18,3.6,0.16152716593245228,0.22409959982214314,0.147470398277718,0.12142197599261312,0.1678616617460987,0.16102889358703312
21,281,0.391304347826087,0.6217391304347826,0.40217391304347827,0.5751633986928104,6,0.5934782608695652,0.28043478260869564,411,9,3,1,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",1509,680,"[0, 179, 279, 480, 580, 680, 786, 1017, 1123, 1229, 1509, 1614, 1780, 1978, 2084, 2244, 2624, 2917, 3184, 3353, 3830, 4067, 4590, 4735, 4847, 5211, 5323, 5640, 5964, 6612, 6815, 7161, 7363, 7542, 7942, 8128, 9046, 9365, 9781, 10372, 10677, 11219, 11449, 11815, 11934, 12761]",17273,348,107,Earth Spirit,False,0,3,9.944692857142858,30,54,6,2,"[0, 0, 0, 2, 2, 2, 2, 3, 3, 3, 6, 6, 6, 6, 6, 6, 7, 9, 10, 10, 14, 15, 22, 22, 22, 22, 22, 23, 24, 26, 26, 27, 27, 30, 31, 33, 33, 36, 37, 41, 44, 44, 44, 45, 45, 54]",[Gachi]Lee·意大利炮·云龙,63.0,5,38.412544,0,0,1641,837,"[0, 104, 263, 565, 627, 837, 993, 1285, 1389, 1405, 1641, 1794, 1816, 2227, 2327, 2460, 2918, 3318, 4067, 4307, 4812, 5334, 5982, 6079, 6154, 7065, 7273, 7630, 8058, 9854, 10009, 10789, 11112, 12346, 13021, 13226, 13877, 14103, 14476, 16101, 16390, 17814, 17897, 18071, 18199, 18670]",11.522502458990132,7.230104327319893,6.808635030138346,0.9021739130434782,2.8935603907304124,39.30166897736512,Earth Spirit_3,2.33,315.0,430.0,21,2.3333333333333335,0.171071953010279,0.14524974062546317,0.16953713670613563,0.12973222530009235,0.1813580767608604,0.14482029598308668
5,468,0.5876577840112202,0.9438990182328191,0.7461430575035063,0.7552742616033755,44,0.33520336605890605,0.544179523141655,608,7,7,5,3,"[0, 0, 0, 0, 2, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]",2955,1395,"[0, 214, 427, 758, 1066, 1395, 1613, 2132, 2319, 2640, 2955, 3152, 3318, 3692, 3949, 4243, 5270, 5802, 6365, 6649, 7436, 7542, 7975, 8271, 8383, 9563, 9907, 10209, 10753, 12282, 12591, 12742, 12944, 13294, 14493, 15105, 16389, 17249, 17521, 17677, 18109, 18929, 19852, 20617, 20755, 21213]",33091,0,32,Riki,False,14,3,9.944692857142858,59,234,44,20,"[0, 1, 4, 9, 14, 20, 23, 31, 33, 38, 44, 50, 50, 51, 55, 60, 65, 74, 79, 82, 86, 86, 87, 91, 91, 96, 101, 110, 127, 133, 136, 137, 137, 142, 144, 154, 158, 181, 184, 185, 190, 196, 213, 228, 229, 233]",,,1,0.0,1908,0,2586,1146,"[0, 104, 263, 565, 936, 1146, 1416, 1846, 2007, 2340, 2586, 2852, 3074, 3520, 4034, 4290, 5736, 6451, 7074, 7328, 8653, 8698, 9738, 10095, 10246, 12530, 12907, 13420, 14173, 16109, 16328, 16459, 16521, 16717, 18064, 18866, 22064, 22977, 23533, 23683, 23868, 25571, 26166, 26760, 26878, 27509]",8.877112305930133,13.366149208105305,14.723534792376885,2.8605638672540428,2.5880084151472653,52.36006144595648,Riki_3,3.1,381.0,508.0,19,2.7142857142857144,0.2276064610866373,0.1689639839928857,0.20505920344456405,0.21606648199445982,0.21425558835934205,0.2142353770260747
