assists,benchmarks.hero_damage_per_min.pct,benchmarks.hero_healing_per_min.pct,benchmarks.last_hits_per_min.pct,benchmarks.lhten.pct,benchmarks.lhten.raw,benchmarks.stuns_per_min.pct,benchmarks.tower_damage.pct,deaths,denies,dn_10,dn_5,dn_t,gold_10,gold_5,gold_t,hero_damage,hero_healing,hero_id,hero_kills,hero_name,isRadiant,lane,lane_advantage,lane_efficiency_pct,last_hits,lh_10,lh_5,lh_t,personaname,rank_tier,role,stuns,tower_damage,win,xp_10,xp_5,xp_t,combat_advantage,hd_advantage,farm_advantage,td_advantage,utility_advantage,ka,kda,kda_ratio,total_advantage
20,0.866869918699187,0.9623983739837398,0.8729674796747967,0.93794506612411,67,0.8241869918699187,0.9979674796747968,3,12,9,4,"[0, 0, 1, 2, 4, 4, 5, 7, 7, 9, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",3735,1641,"[0, 293, 660, 1043, 1318, 1641, 1822, 2185, 2815, 3178, 3735, 4218, 4592, 4791, 5557, 6199, 7032, 7275, 7788, 8085, 8719, 9533, 10219, 10521, 11617, 12231, 12872, 13458, 14144, 14496, 14967, 15871, 16419, 17380, 17987, 18619, 19075, 19767, 20477, 20823, 22143, 22596, 22715, 24148, 25882, 26335, 26689, 26979, 27618]",56485,0,99,8,Bristleback,True,2,16.986185714285714,75,338,67,27,"[0, 4, 10, 17, 21, 27, 29, 37, 47, 56, 67, 76, 81, 82, 98, 112, 118, 123, 135, 138, 151, 164, 178, 181, 190, 191, 200, 204, 211, 212, 227, 236, 246, 251, 253, 258, 269, 274, 288, 292, 301, 303, 303, 319, 326, 328, 328, 330, 337]",For The Thrills,63,2,0.0,20360,1,5247,2145,"[0, 297, 665, 1320, 1692, 2145, 2452, 2924, 3905, 4487, 5247, 5791, 6336, 6641, 7612, 8449, 8908, 9082, 9664, 9785, 10697, 12083, 12865, 13513, 14762, 15232, 15928, 16613, 17570, 18317, 19009, 19918, 20462, 23839, 24623, 24827, 25514, 26414, 27363, 27641, 30289, 30760, 30842, 32263, 34421, 34705, 34705, 35021, 35346]",1.875,14.378810975609754,3.8648373983739837,4.0,7.620934959349594,28,9.333333333333334,1.0170940170940173,74.96272161172162
24,0.217391304347826,0.9565217391304348,0.3250517598343685,0.185031185031185,31,0.9958592132505176,0.3892339544513457,5,3,2,2,"[0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2456,1217,"[0, 211, 409, 592, 888, 1217, 1407, 1548, 1930, 2220, 2456, 2682, 3009, 3479, 3732, 3985, 4215, 4580, 4855, 5227, 5487, 6137, 6555, 6999, 7504, 8123, 8798, 9086, 9616, 10176, 10702, 11271, 11505, 11811, 12203, 13156, 13618, 14413, 14927, 15278, 15521, 15824, 16558, 17665, 18719, 19091, 19610, 19957, 20437]",21942,10041,108,6,Abyssal Underlord,True,3,8.235914285714285,49,201,31,16,"[0, 2, 4, 6, 11, 16, 18, 19, 25, 29, 31, 34, 39, 42, 43, 46, 48, 55, 59, 62, 65, 69, 74, 75, 76, 79, 88, 90, 91, 95, 105, 109, 112, 114, 114, 126, 134, 143, 151, 156, 157, 161, 164, 177, 185, 187, 193, 200, 200]",AlaKazam,34,3,401.17416,1374,1,2942,1526,"[0, 147, 484, 792, 1035, 1526, 1723, 1849, 2395, 2707, 2942, 3108, 3540, 3986, 4260, 4689, 5053, 5483, 5836, 6231, 6713, 7698, 8265, 8675, 9924, 10570, 11158, 11844, 12770, 13838, 14671, 15085, 16174, 16418, 16484, 17513, 18096, 18939, 19671, 20021, 20183, 20361, 22304, 23814, 24517, 26226, 26538, 27131, 28439]",2.1875,2.2010869565217375,1.1252587991718426,1.4461697722567284,8.0,30,6.0,0.6538461538461539,35.68604586717629
22,0.7609475951184493,0.9913854989231874,0.6905958363244795,0.3577586206896552,5,0.7200287150035893,0.5628140703517588,4,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1655,875,"[0, 139, 264, 364, 464, 875, 981, 1087, 1242, 1353, 1655, 1761, 2085, 2237, 2835, 3227, 3481, 3587, 3750, 3919, 4511, 5043, 5556, 5905, 6503, 7072, 7477, 7919, 8326, 8843, 9189, 9677, 10013, 10210, 10807, 11615, 11727, 12347, 13150, 13272, 13590, 14577, 15184, 15781, 17009, 17128, 17543, 17941, 19055]",26939,58393,112,10,Winter Wyvern,True,3,8.235914285714285,33,118,5,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 5, 6, 9, 9, 13, 16, 17, 17, 18, 18, 23, 24, 31, 35, 35, 38, 39, 40, 41, 41, 44, 46, 49, 51, 52, 58, 58, 61, 69, 69, 69, 83, 85, 88, 97, 97, 100, 103, 106]",Pog,71,4,52.04404,604,1,1381,762,"[0, 90, 109, 313, 499, 762, 890, 902, 972, 1130, 1381, 1485, 1947, 2861, 4023, 4222, 4686, 4843, 5004, 5040, 5516, 6384, 7653, 8152, 9382, 9759, 10231, 10916, 11873, 12597, 12852, 13761, 14328, 15211, 16173, 16609, 16765, 17716, 18649, 18790, 19718, 21142, 23132, 23868, 24880, 24880, 24973, 25334, 26628]",2.5,12.392767408470926,2.9529791816223976,2.3140703517587937,7.100143575017947,32,8.0,0.8717948717948718,54.60903815782207
24,0.6405797101449275,0.9816425120772948,0.3217391304347826,0.968054211035818,57,0.6251207729468599,0.8685990338164251,1,15,11,6,"[0, 0, 0, 3, 5, 6, 8, 9, 9, 10, 11, 12, 12, 12, 12, 12, 12, 12, 12, 13, 13, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",3671,1347,"[0, 177, 544, 743, 1000, 1347, 1814, 2205, 2748, 3193, 3671, 4375, 4481, 4804, 5179, 5579, 5992, 6560, 6909, 7292, 7442, 7622, 8264, 8769, 9402, 10293, 10622, 10932, 11483, 12197, 12623, 13657, 14104, 14674, 15995, 16817, 17427, 18181, 18890, 19521, 19953, 20459, 21031, 21931, 23413, 23940, 24513, 24689, 25260]",45825,0,67,9,Spectre,True,1,15.332914285714285,74,292,57,19,"[0, 1, 7, 9, 13, 19, 28, 35, 40, 49, 57, 64, 64, 72, 80, 88, 95, 108, 113, 118, 119, 119, 134, 144, 149, 154, 157, 159, 161, 164, 173, 179, 189, 206, 215, 230, 241, 245, 256, 266, 268, 274, 278, 282, 284, 284, 290, 290, 292]",Nanjou Sachi,61,1,0.0,9747,1,3509,1264,"[0, 168, 392, 661, 898, 1264, 1724, 2206, 2838, 3218, 3509, 4350, 4594, 5124, 5501, 6097, 6645, 7444, 7882, 8344, 8810, 8850, 9601, 9874, 11452, 12099, 12443, 13129, 13564, 14311, 14715, 15624, 16035, 16475, 17409, 17815, 18679, 19180, 19979, 20387, 21217, 21662, 23752, 24599, 26759, 28302, 28727, 29144, 30447]",2.65625,10.13586956521739,1.1086956521739129,3.8429951690821254,6.625603864734299,33,33.0,3.5961538461538463,61.08050544141849
25,0.8562005277044855,0.7117414248021108,0.3139841688654353,0.3434610303830911,5,0.9782321899736148,0.2757255936675462,4,2,1,0,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",1301,564,"[0, 139, 264, 364, 464, 564, 744, 872, 1030, 1150, 1301, 1730, 1927, 2129, 2235, 2340, 2536, 2743, 2970, 3144, 3524, 3777, 4127, 4295, 5178, 6058, 6368, 6673, 7486, 7795, 8180, 9219, 9331, 9942, 10564, 11245, 11357, 11852, 12068, 12238, 12437, 12665, 13333, 13734, 14854, 15664, 16018, 16137, 16637]",37298,400,123,8,Hoodwink,True,1,15.332914285714285,26,78,5,0,"[0, 0, 0, 0, 0, 0, 2, 3, 3, 5, 5, 6, 8, 9, 9, 9, 9, 11, 14, 14, 16, 16, 20, 20, 22, 27, 29, 31, 31, 31, 37, 50, 50, 55, 55, 61, 61, 64, 65, 66, 66, 66, 66, 66, 71, 75, 75, 75, 75]",For The Pills,61,5,158.13191,131,1,2182,784,"[0, 42, 266, 478, 658, 784, 1218, 1336, 1659, 1948, 2182, 2889, 3350, 3690, 3953, 3981, 4315, 4730, 5005, 5323, 5860, 6602, 6909, 7303, 8774, 9627, 9897, 10282, 11199, 11946, 12444, 14828, 15100, 15594, 16478, 17164, 17234, 17397, 18196, 18483, 18835, 18915, 20327, 20932, 22565, 24358, 24555, 24647, 25949]",2.65625,14.178759894459102,1.0699208443271764,0.8786279683377308,7.058707124010554,33,8.25,0.8990384615384616,63.346430948998226
8,0.4805352798053528,0.9817518248175182,0.2883211678832116,0.3418491484184915,39,0.8041362530413625,0.3102189781021898,7,11,10,6,"[0, 0, 4, 4, 6, 6, 8, 8, 9, 9, 10, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",3034,1397,"[0, 257, 544, 933, 1221, 1397, 1629, 2080, 2318, 2554, 3034, 3400, 3897, 4228, 4793, 5039, 5647, 6280, 6764, 7497, 8046, 8152, 8784, 9620, 10243, 10994, 11784, 12152, 12264, 12376, 13134, 13426, 13768, 14153, 14265, 14377, 14980, 15553, 15999, 16406, 16774, 17814, 18058, 18627, 19129, 19248, 20507, 21226, 21610]",30708,0,12,1,Phantom Lancer,False,3,16.764085714285713,61,331,39,19,"[0, 1, 6, 13, 17, 19, 22, 25, 28, 31, 39, 43, 50, 54, 66, 68, 82, 96, 104, 113, 119, 119, 135, 152, 166, 183, 204, 207, 207, 207, 218, 218, 223, 231, 231, 231, 238, 245, 254, 260, 260, 275, 275, 277, 284, 284, 309, 324, 331]",★Super★,52,1,0.0,1160,0,3066,1387,"[0, 56, 343, 727, 935, 1387, 1678, 2103, 2406, 2649, 3066, 3745, 4267, 4636, 5306, 5387, 6062, 6656, 7192, 8037, 8787, 8827, 9726, 10866, 11798, 12700, 13833, 14073, 14127, 14271, 15250, 15310, 15711, 16124, 16124, 16150, 17757, 18049, 18470, 18856, 20467, 22420, 22684, 22825, 24152, 24240, 25123, 25727, 26058]",2.0,7.135036496350366,0.9416058394160579,1.051094890510949,7.520681265206813,9,1.2857142857142858,1.0336134453781514,54.480775701184456
6,0.868828297715549,0.94620486366986,0.9196757553426675,0.7295504789977892,54,0.952837140751658,0.3949889462048637,4,1,1,1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3542,1552,"[0, 330, 507, 857, 1192, 1552, 1920, 2410, 2761, 3024, 3542, 4080, 4644, 5094, 5729, 6144, 6568, 7192, 7714, 7901, 8382, 8975, 9695, 10313, 10693, 10983, 11364, 11586, 11698, 12060, 12557, 13429, 13800, 14458, 15196, 15490, 16572, 17540, 18112, 18382, 19528, 20264, 21698, 22546, 23098, 24224, 25164, 25658, 26511]",43183,0,2,7,Axe,False,2,8.013814285714286,71,391,54,27,"[0, 3, 5, 14, 20, 27, 28, 30, 36, 43, 54, 66, 78, 85, 87, 90, 96, 107, 118, 120, 132, 145, 157, 172, 179, 182, 187, 187, 187, 192, 200, 212, 225, 235, 248, 253, 269, 290, 301, 304, 304, 312, 335, 347, 352, 357, 362, 368, 384]",Mooshack,71,2,3.3376465,645,0,4570,2137,"[0, 240, 675, 1123, 1478, 2137, 2595, 2879, 3526, 3953, 4570, 5431, 5925, 6419, 7298, 7889, 8147, 9043, 9812, 10085, 10685, 11503, 12853, 13747, 13840, 14056, 14599, 14687, 14741, 15087, 15495, 16411, 16738, 17723, 18824, 18933, 21916, 22506, 22877, 23351, 24926, 26893, 28267, 28929, 30274, 32368, 34732, 35365, 35727]",4.0,14.415530582166543,4.0,1.4749447310243184,8.0,13,3.25,2.6127450980392157,61.39121476754639
9,0.988814317673378,0.9485458612975392,0.8747203579418344,0.1659192825112107,24,0.906040268456376,0.2818791946308724,6,2,2,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2330,1190,"[0, 219, 436, 674, 927, 1190, 1373, 1741, 1922, 2067, 2330, 2549, 3128, 3689, 4075, 4423, 5234, 5771, 6065, 6728, 7107, 7365, 8115, 8511, 8623, 8808, 9564, 9877, 9989, 10401, 10891, 11445, 12719, 13237, 13467, 13799, 15451, 16899, 17357, 18578, 18988, 20393, 21460, 21946, 22755, 23747, 24933, 25321, 25612]",68451,9071,55,2,Dark Seer,False,1,9.667085714285715,47,393,24,13,"[0, 0, 3, 6, 9, 13, 15, 18, 20, 21, 24, 27, 36, 47, 51, 55, 73, 79, 87, 102, 105, 110, 125, 134, 134, 134, 148, 151, 151, 157, 165, 174, 200, 206, 209, 213, 236, 267, 276, 299, 299, 317, 332, 332, 332, 334, 357, 365, 370]",skoontz,51,3,37.487507,186,0,2766,1187,"[0, 56, 266, 608, 850, 1187, 1550, 1956, 2175, 2504, 2766, 3023, 3925, 4605, 5079, 5355, 6423, 7076, 7481, 8366, 9016, 9583, 10352, 10782, 10828, 10960, 12268, 12569, 12623, 13101, 13807, 14118, 16731, 17487, 17601, 17919, 19240, 20360, 20735, 21663, 22319, 25153, 25867, 25951, 27122, 29205, 31522, 31879, 32185]",3.0,15.0,3.873601789709172,0.9093959731543619,8.0,11,1.8333333333333333,1.4738562091503267,62.23089765715269
6,0.8668407310704961,0.7824194952132288,0.8215839860748477,0.8545296167247387,9,0.897302001740644,0.4421235857267189,10,5,4,2,"[0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2029,949,"[0, 256, 356, 592, 732, 949, 1055, 1533, 1639, 1878, 2029, 2383, 2579, 2739, 2845, 3260, 3492, 3962, 4104, 4245, 4663, 4846, 5203, 5356, 5468, 5994, 6307, 6600, 6712, 6972, 7570, 8050, 8162, 8411, 8523, 8635, 8761, 9113, 9423, 9786, 10154, 11316, 11824, 12310, 12645, 12764, 12884, 13155, 13466]",29622,6370,30,4,Witch Doctor,False,3,16.764085714285713,41,76,9,7,"[0, 1, 2, 5, 5, 7, 7, 7, 7, 8, 9, 9, 9, 9, 10, 10, 10, 16, 17, 17, 18, 20, 24, 26, 26, 33, 34, 35, 35, 38, 44, 50, 50, 50, 50, 50, 53, 56, 61, 63, 63, 66, 67, 67, 67, 67, 67, 70, 75]",s,72,5,113.66664,275,0,2225,824,"[0, 56, 246, 542, 750, 824, 1115, 1506, 1688, 2068, 2225, 2599, 2761, 2785, 2979, 4198, 4285, 4828, 5089, 5468, 5786, 5940, 6342, 6628, 6674, 7364, 7616, 7818, 7872, 8238, 8965, 9286, 9457, 10019, 10019, 10045, 10143, 10412, 10977, 11350, 12916, 14697, 14958, 15042, 16260, 16462, 16552, 16758, 17099]",2.5,14.3782637075718,3.6079199303742384,1.7106179286335943,7.398607484769364,10,1.0,0.803921568627451,71.32229963943801
6,0.8853591160220995,0.6878453038674033,0.7776243093922652,0.8162983425414365,15,0.9875690607734806,0.8674033149171271,14,5,5,2,"[0, 1, 1, 1, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",2049,893,"[0, 257, 441, 566, 793, 893, 1058, 1416, 1594, 1848, 2049, 2155, 2351, 2653, 3003, 3361, 3667, 3863, 3969, 4146, 4610, 4848, 5025, 5310, 5422, 5607, 5942, 6301, 6413, 6525, 7189, 8141, 8314, 8827, 8939, 9170, 9449, 9857, 10001, 10155, 10523, 10751, 10995, 11481, 11601, 11720, 12075, 12291, 12411]",30650,0,88,2,Nyx Assassin,False,1,9.667085714285715,41,90,15,6,"[0, 1, 3, 3, 6, 6, 6, 9, 11, 14, 15, 15, 15, 18, 23, 26, 28, 28, 28, 29, 29, 32, 32, 36, 36, 36, 41, 42, 42, 42, 51, 65, 70, 70, 70, 73, 78, 84, 85, 85, 85, 85, 85, 85, 85, 85, 85, 88, 88]",bloodninja #roadto4k,74,4,272.58936,1246,0,2241,801,"[0, 56, 266, 495, 675, 801, 1054, 1437, 1813, 1979, 2241, 2327, 2436, 2637, 3396, 3858, 4002, 4200, 4281, 4656, 5222, 5518, 6414, 6657, 6760, 6808, 7179, 7313, 7367, 7527, 8299, 9654, 9823, 10596, 10596, 10858, 11091, 11426, 11705, 11801, 12447, 13632, 13778, 13962, 14130, 14218, 14446, 14701, 14814]",1.5,14.725483425414364,3.388121546961326,3.8370165745856353,6.939226519337016,8,0.5714285714285714,0.45938375350140054,61.626051970129325
