Hero,Presence,Win Rate,KDA Ratio,GPM,XPM,Roles
Phoenix,0.0,0.5049029164117288,2.704624646545463,368.8036189926465,460.6513264530171,1
Tusk,0.0,0.5107881656899806,2.6823525644825756,387.6587964727934,487.07562762709625,1
Kunkka,0.0,0.49170397212124134,2.7260892627800284,429.37937986274426,508.895233606332,1
Mirana,0.0,0.49787012447801554,2.6626131460935554,520.8507244063754,542.0170831170844,1
Enchantress,0.0,0.4944914217271293,2.880494009774234,430.7702256040198,524.3215424533001,1
Techies,0.0,0.4959180719537448,2.7692253843467287,419.5716820976839,510.35948810947235,1
Meepo,0.0,0.5050915792083173,2.819005433029519,419.46675552681467,511.13626735172517,1
Dragon Knight,0.0,0.4975461212426441,2.9639281789445167,450.2194289164121,555.1121781682301,1
Slardar,0.0,0.5031571897927251,2.7058321794102413,410.5446977004902,512.4397979142298,1
Spirit Breaker,0.0,0.4985553907454752,2.7032909616679794,420.5579265706328,509.37596446319554,1
Bounty Hunter,0.0,0.4905774174238266,2.667929535505329,424.2313962662677,503.4989819644306,1
Nyx Assassin,0.0,0.4992885624637721,2.7741937007868347,440.411587631192,527.2513003471169,1
Sand King,0.0,0.500103703001708,2.592805152704706,446.8396659985903,556.3915416898938,1
Night Stalker,0.0,0.5033743257108209,2.7679074491216125,432.52239586746094,527.7698907419457,1
Viper,0.0,0.5062928878507751,2.8022932834680887,434.81188056272737,523.2650737680426,1
Windranger,0.0,0.5069239040870761,2.7726398147281834,403.97199248663964,495.4844340135322,1
Batrider,0.0,0.5055209851261456,2.80199596670175,395.5501671286708,492.1146972031332,1
Legion Commander,0.0,0.502602949597276,2.618834052300915,366.9715989456757,466.5707752455945,1
Brewmaster,0.0,0.5051626621374752,2.6087672958557184,380.3979005244511,483.8630028661342,1
Zeus,0.0,0.5001205208047171,2.72526310591146,419.0681817455361,505.69507467326923,1
Dawnbreaker,0.0,0.4995208562650965,2.757882499061195,430.500584140922,518.4127088727137,1
Bristleback,0.0,0.5042975304855398,2.7079629939234477,411.40040694309397,504.16952136274875,1
Outworld Destroyer,0.0,0.4962335827524238,2.7860313803468224,434.8074419335291,529.8723443856973,1
Magnus,0.0,0.5048665519444243,2.834455760209734,416.50930052614103,509.8319647976278,1
Death Prophet,0.0,0.503321346150846,2.7000034434800173,438.6738394260857,528.2662595800047,1
Nature's Prophet,0.0,0.5092781792264248,2.694539871861231,387.85882074718137,485.71964368834034,1
Clockwerk,0.0,0.5066060879230095,2.7712695598051815,429.71396439000404,518.7791218224576,1
Timbersaw,0.0,0.502985879161794,2.6819307341550696,407.42384913487774,503.62482467252073,1
Underlord,0.0,0.5002729257839399,2.6621065934763535,420.3338817586713,518.9486127545985,1
Pangolier,0.0,0.49961469224656513,2.7301492677327284,411.0946698243343,505.94742527342413,1
Doom,0.0,0.4975515822233607,2.8440872045746644,466.6445511724381,542.1219561582749,1
Beastmaster,0.0,0.4975613413796091,2.821631170358537,418.15986046172304,516.4097786795871,1
Enigma,0.0,0.49194661717201926,2.8362882367795956,416.8236024770882,519.4427863320295,1
Tidehunter,0.0,0.4964792100241911,3.0051949797614173,453.6155343813051,563.4802654467601,1
Dark Seer,0.0,0.5012407571862817,2.750172649813424,452.2591054602039,517.9220466637299,1
Void Spirit,0.0,0.504557014381449,2.7582889660085437,381.0886122765777,484.1469501935525,1
Centaur Warrunner,0.0,0.4891394601525052,2.6775997190696796,356.664760764197,461.6981945909816,1
Broodmother,0.0,0.5063831062547374,2.713372232515218,410.2593502977238,501.95489446304924,1
Queen of Pain,0.0,0.5042776035689898,2.8256095513849253,461.9361775577167,533.6053922742827,1
Axe,0.0,0.4969708877365166,2.5884690707157456,390.4994463461084,485.34486984933477,1
Templar Assassin,0.0,0.4913005042049307,2.712676021855142,422.6705589018732,527.4483946042167,1
Shadow Fiend,0.0,0.5053169474811396,2.6667599393788306,411.71320000361663,508.07886504152106,1
Puck,0.0,0.5053890519058447,2.656337971232435,413.595438949333,513.4341608258524,1
Storm Spirit,0.0,0.501443198701974,2.938788476905137,423.6930753523742,529.2061679451838,1
Tinker,0.0,0.5049773854172828,2.720069598732432,405.21215111769146,501.49963033676966,1
Invoker,0.0,0.49241410839572514,2.9043055759055276,435.0047517637589,548.5339391779293,1
Lycanthrope,0.0,0.5028620985471914,2.923668676709049,438.5125926520191,547.4830704611303,1
Abyssal Underlord,0.0,0.5052681134828505,2.967348432607585,443.323741915158,550.8451952309805,1
Mars,0.0,0.4912552477191011,3.0370277837710282,459.50291781960925,573.0844604229248,1
Shadow Fiend,0.9198000000000001,0.48109999999999997,2.91,554.0,636.0,2
Tinker,0.9192,0.4979,3.38,515.0,594.0,2
Storm Spirit,0.9124,0.4838,3.3,506.0,621.0,2
Templar Assassin,0.8993000000000001,0.49229999999999996,3.18,554.0,653.0,2
Invoker,0.8362,0.4836,3.28,505.0,586.0,2
Outworld Destroyer,0.8173,0.4935,2.95,489.0,582.0,2
Queen of Pain,0.7295999999999999,0.4603,3.38,488.0,587.0,2
Ember Spirit,0.7003,0.49090000000000006,3.71,506.0,616.0,2
Void Spirit,0.6807,0.5029,3.93,484.0,663.0,2
Death Prophet,0.6789000000000001,0.4825,2.78,463.0,559.0,2
Puck,0.674,0.4645,3.45,492.0,608.0,2
Zeus,0.6459,0.5546,4.23,459.0,576.0,2
Meepo,0.6296,0.5475,2.75,604.0,766.0,2
Arc Warden,0.6115999999999999,0.5201,3.24,636.0,637.0,2
Viper,0.5453,0.5184000000000001,3.29,479.0,583.0,2
Sniper,0.5449,0.5291,3.46,527.0,588.0,2
Alchemist,0.5203,0.5153,2.88,765.0,638.0,2
Lina,0.45630000000000004,0.47259999999999996,2.77,513.0,607.0,2
Huskar,0.4199,0.5354,2.23,478.0,585.0,2
Kunkka,0.4177,0.4946,3.33,495.0,584.0,2
Broodmother,0.0,0.4942412814062512,2.816900000278751,494.36655826535724,573.1337473970457,2
Leshrac,0.0,0.5071068663870922,2.4992007808261554,419.2485089883533,516.73588942185,2
Razor,0.0,0.494909604826735,2.3379717467247754,324.06096593297553,437.90537492292196,2
Visage,0.0,0.4930744261430571,2.582146003937009,403.6457124540757,495.4166545469157,2
Clinkz,0.0,0.5189834582295255,2.526249477328231,371.96143594455225,460.5545809183527,2
Dragon Knight,0.0,0.5136278655937683,2.7417996974818735,440.0584420928865,521.7634887566137,2
Windranger,0.0,0.4980732726391054,2.9401794928767404,488.14306878560336,565.9729367415564,2
Medusa,0.0,0.49385094870481056,2.728341641772143,419.9042857509806,525.8053962571863,2
Pugna,0.0,0.5021679732048454,2.8028229067494648,441.56340121148753,525.9962373424254,2
Magnus,0.0,0.5033165113313414,2.8262862105666935,439.8351380840282,527.6459196288058,2
Monkey King,0.0,0.4883868134825029,2.7499791891695406,429.06984816541086,524.0195428149251,2
Tiny,0.0,0.4931205388838543,2.6033775845022027,410.0074719885401,499.3478799592678,2
Necrophos,0.0,0.498789658415002,2.633854928524637,409.3630194694597,501.8473077435842,2
Skywrath Mage,0.0,0.5000392218615605,2.9576056454158475,438.80283187885624,544.7831823331431,2
Morphling,0.0,0.5080859500536004,2.8940999020165665,473.658195560578,553.8742048261932,2
Lone Druid,0.0,0.5078786327523337,2.671374986621384,407.07141848837676,502.3759012677983,2
Mirana,0.0,0.4954414682625262,2.7157827642734977,440.283855559298,528.715417297354,2
Pudge,0.0,0.5048177751648079,3.1422629148557975,435.6832129023934,531.4294648188024,2
Bounty Hunter,0.0,0.5121740106218583,2.850499244626574,394.4984981273988,483.56293489040036,2
Silencer,0.0,0.4795649567348451,2.5528585604262664,407.74094279197107,497.1782034304938,2
Bloodseeker,0.0,0.5090640731833567,2.7598092802950602,414.0019040730441,507.0862238707501,2
Earth Spirit,0.0,0.4957437027610597,2.860431331346486,460.90335623096,550.4094053237783,2
Riki,0.0,0.5040944210411588,2.783550141842406,417.15734008997885,520.3295268078986,2
Drow Ranger,0.0,0.4983125192510092,2.9588634743739486,427.590657858527,536.6296441266073,2
Phantom Assassin,0.0,0.49649789066049593,2.3294537261706503,365.9255086711224,465.3399430230434,2
Batrider,0.0,0.5011986897990599,2.967326297328777,432.4696160356233,533.0838074003273,2
Naga Siren,0.0,0.5037513950226868,2.8047669373776616,424.1451656941027,507.30376420254186,2
Brewmaster,0.0,0.5091721060140926,2.615067841220075,412.8319596148459,497.9460794380796,2
Io,0.0,0.513781220222934,2.7396309207618654,386.52791019782586,477.7740896104848,2
Gyrocopter,0.0,0.500119855278929,2.7011144691874684,422.2630344399594,515.6789705924806,2
Pangolier,0.0,0.4909392265907277,2.7706621288626407,443.17773467149044,528.051867252989,2
Night Stalker,0.0,0.497384986669452,2.913835412558061,437.51590863079156,532.082150519102,2
Timbersaw,0.0,0.5123698677230332,2.911840215810748,425.92879829534996,513.3480163639772,2
Tusk,0.0,0.5003231984250048,2.7219833359746675,406.4749853670272,500.453034132023,2
Hoodwink,0.0,0.5072388117341727,2.74248666670684,428.2391313124893,518.0241630183165,2
Lycan,0.0,0.4993951927316038,2.7333817171275934,418.300930644828,505.224875683585,2
Weaver,0.0,0.49279596444906687,2.8424380122004655,435.411758666765,537.5110333756951,2
Venomancer,0.0,0.5073509991856477,2.810971962925944,412.89972391085604,511.01236835564015,2
Earthshaker,0.0,0.5166366572641248,2.9802130695401323,479.80224351359414,554.9805488031691,2
Dawnbreaker,0.0,0.5056969618974188,2.9180236426990325,434.8555299587502,525.5631080217449,2
Nyx Assassin,0.0,0.5140540963455712,2.536299407983563,340.77219932004454,437.57470855355854,2
Troll Warlord,0.0,0.5070768436640136,2.6629118478622287,397.7071673180327,491.7394244961636,2
Rubick,0.0,0.4976264709974079,2.8153184176164596,455.4961307469583,546.9489885525661,2
Mars,0.0,0.5064288444970315,2.8531247993830684,439.7269759587156,513.6444976285946,2
Spirit Breaker,0.0,0.5067359746878971,2.650960472940898,403.10100656200837,497.3816354648049,2
Dark Willow,0.0,0.5096761000807105,2.758746412646605,398.1515520545745,493.2421816551888,2
Shadow Demon,0.0,0.48018481706343635,2.618719494298935,413.4770040417964,496.6894854756545,2
Winter Wyvern,0.0,0.5137446837369744,2.580539557924964,402.31995730296956,496.450608927783,2
Bane,0.0,0.5018949338183262,2.771444697675091,425.669384593472,523.1297757844351,2
Techies,0.0,0.5032872388782604,2.699561269078844,414.70350099708304,506.08456292517957,2
Ursa,0.0,0.509554835711454,2.6489523035897955,404.3949416403988,492.4547793083827,2
Vengeful Spirit,0.0,0.4885008942259195,2.690595844935324,382.3847270782127,483.4689597447503,2
Legion Commander,0.0,0.5142736853945729,3.269569289667578,446.49243086292665,539.7597626550735,2
Phantom Lancer,0.0,0.4919108921203745,2.6666243345811718,450.24973390153764,513.9832544680979,2
Ogre Magi,0.0,0.5049029164117288,2.704624646545463,368.8036189926465,460.6513264530171,2
Lion,0.0,0.5107881656899806,2.6823525644825756,387.6587964727934,487.07562762709625,2
Luna,0.0,0.49170397212124134,2.7260892627800284,429.37937986274426,508.895233606332,2
Elder Titan,0.0,0.49787012447801554,2.6626131460935554,520.8507244063754,542.0170831170844,2
Enchantress,0.0,0.4944914217271293,2.880494009774234,430.7702256040198,524.3215424533001,2
Snapfire,0.0,0.4959180719537448,2.7692253843467287,419.5716820976839,510.35948810947235,2
Nature's Prophet,0.0,0.5050915792083173,2.819005433029519,419.46675552681467,511.13626735172517,2
Beastmaster,0.0,0.4975461212426441,2.9639281789445167,450.2194289164121,555.1121781682301,2
Anti-Mage,0.0,0.5031571897927251,2.7058321794102413,410.5446977004902,512.4397979142298,2
Axe,0.0,0.4985553907454752,2.7032909616679794,420.5579265706328,509.37596446319554,2
Crystal Maiden,0.0,0.4905774174238266,2.667929535505329,424.2313962662677,503.4989819644306,2
Juggernaut,0.0,0.4992885624637721,2.7741937007868347,440.411587631192,527.2513003471169,2
Sand King,0.0,0.500103703001708,2.592805152704706,446.8396659985903,556.3915416898938,2
Sven,0.0,0.5033743257108209,2.7679074491216125,432.52239586746094,527.7698907419457,2
Lich,0.0,0.5062928878507751,2.8022932834680887,434.81188056272737,523.2650737680426,2
Shadow Shaman,0.0,0.5069239040870761,2.7726398147281834,403.97199248663964,495.4844340135322,2
Slardar,0.0,0.5055209851261456,2.80199596670175,395.5501671286708,492.1146972031332,2
Tidehunter,0.0,0.502602949597276,2.618834052300915,366.9715989456757,466.5707752455945,2
Witch Doctor,0.0,0.5051626621374752,2.6087672958557184,380.3979005244511,483.8630028661342,2
Enigma,0.0,0.5001205208047171,2.72526310591146,419.0681817455361,505.69507467326923,2
Warlock,0.0,0.4995208562650965,2.757882499061195,430.500584140922,518.4127088727137,2
Faceless Void,0.0,0.5042975304855398,2.7079629939234477,411.40040694309397,504.16952136274875,2
Wraith King,0.0,0.4962335827524238,2.7860313803468224,434.8074419335291,529.8723443856973,2
Dazzle,0.0,0.5048665519444243,2.834455760209734,416.50930052614103,509.8319647976278,2
Clockwerk,0.0,0.503321346150846,2.7000034434800173,438.6738394260857,528.2662595800047,2
Lifestealer,0.0,0.5092781792264248,2.694539871861231,387.85882074718137,485.71964368834034,2
Dark Seer,0.0,0.5066060879230095,2.7712695598051815,429.71396439000404,518.7791218224576,2
Omniknight,0.0,0.502985879161794,2.6819307341550696,407.42384913487774,503.62482467252073,2
Jakiro,0.0,0.5002729257839399,2.6621065934763535,420.3338817586713,518.9486127545985,2
Chen,0.0,0.49961469224656513,2.7301492677327284,411.0946698243343,505.94742527342413,2
Spectre,0.0,0.4975515822233607,2.8440872045746644,466.6445511724381,542.1219561582749,2
Doom,0.0,0.4975613413796091,2.821631170358537,418.15986046172304,516.4097786795871,2
Ancient Apparition,0.0,0.49194661717201926,2.8362882367795956,416.8236024770882,519.4427863320295,2
Lycanthrope,0.0,0.4964792100241911,3.0051949797614173,453.6155343813051,563.4802654467601,2
Chaos Knight,0.0,0.5012407571862817,2.750172649813424,452.2591054602039,517.9220466637299,2
Treant Protector,0.0,0.504557014381449,2.7582889660085437,381.0886122765777,484.1469501935525,2
Undying,0.0,0.4891394601525052,2.6775997190696796,356.664760764197,461.6981945909816,2
Disruptor,0.0,0.5063831062547374,2.713372232515218,410.2593502977238,501.95489446304924,2
Keeper of the Light,0.0,0.5042776035689898,2.8256095513849253,461.9361775577167,533.6053922742827,2
Slark,0.0,0.4969708877365166,2.5884690707157456,390.4994463461084,485.34486984933477,2
Centaur Warrunner,0.0,0.4913005042049307,2.712676021855142,422.6705589018732,527.4483946042167,2
Bristleback,0.0,0.5053169474811396,2.6667599393788306,411.71320000361663,508.07886504152106,2
Abaddon,0.0,0.5053890519058447,2.656337971232435,413.595438949333,513.4341608258524,2
Abyssal Underlord,0.0,0.501443198701974,2.938788476905137,423.6930753523742,529.2061679451838,2
Terrorblade,0.0,0.5049773854172828,2.720069598732432,405.21215111769146,501.49963033676966,2
Phoenix,0.0,0.49241410839572514,2.9043055759055276,435.0047517637589,548.5339391779293,2
Oracle,0.0,0.5028620985471914,2.923668676709049,438.5125926520191,547.4830704611303,2
Grimstroke,0.0,0.5052681134828505,2.967348432607585,443.323741915158,550.8451952309805,2
Centaur Warrunner,0.877,0.5305,2.8,416.0,516.0,3
Mars,0.8678,0.4866,2.8,418.0,553.0,3
